addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"서울특별시","N","",348,"20130426","정상운영","","2016-12-31","실내외","37.5542413925","134830",494,"","BJEuyqJatyhyJHHt8O9zMvCCyd21XK+1xpCzNr+TZxo=","실내","강동구","","강동구","134830","02-442-0977","127.144085432","2023-04-13","신고","서울특별시","오션키즈","서울시 강동구 양재대로 1665 (명일동)","N","수영장업","서울 강동구 양재대로 1665"
"충청북도","N","충북 증평군 증평읍 송산리 1043",349,"20080624","정상운영","위탁운영        ","2016-11-07","실내","36.787774758663595","27918",3000,"","jwHTV77H3JDNsxt5Z4uVTanRIgq0xUqSKTSdONcUbiE=","수영장","증평군","송산리","영동군","27918","043-835-4765","127.57248093565398","2022-06-13","공공","충청북도","증평국민체육센터","충청북도 증평군 증평읍 인삼로 23-1","N","수영장","충청북도 증평군 증평읍 송산리 254-1 증평국민스포츠센터"
"서울특별시","N","",350,"20061201","정상운영","","2016-12-31","실내","","",14317,"","H+Cq9joltrVq97ngBwNDH8jecXKyAok8MRZ3HPFrtjU=","수영장","서초구","","서초구","","577-7718","","2016-12-31","공공","서울특별시","언남문화체육센터수영장","","N","수영장",""
"서울특별시","N","",351,"20020301","정상운영","","2016-12-31","실내","","",4587,"","GaE02sWh2C0e39zVlvg2E/4V/D0VZtykoWIHZJNWOD4=","수영장","성동구","","성동구","","02-2204-7650","","2016-12-31","공공","서울특별시","열린금호교육문화관수영장","","N","수영장",""
"서울특별시","N","",352,"","정상운영","","2016-12-31","실내","","",7464,"","j7pFNRBb0Sx1hwjN02AKgB0Os6Ec75wCvc0hYYZNyt0=","수영장","동대문구","","동대문구","","920-4600","","2020-07-27","공공","서울특별시","동대문종합사회복지관수영장","","N","수영장",""
"부산광역시","N","",353,"20161231","정상운영","자체운영        ","2016-12-31","실내","35.1614886287","614741",829,"","qwkLkx6i6xq/OOjroYAWyiFZB6b6ZBd7pDqtT+lp+hw=","실내","부산진구","","부산진구","614741","051-818-7000","129.063595435","2021-03-05","신고","부산광역시","부산적십자회관 수영장","부산광역시 부산진구 동성로 144(전포동)","N","수영장업","부산 부산진구 동성로 144"
"부산광역시","N","지하1층",354,"20161231","정상운영","자체운영        ","2016-12-31","없음","35.1840958557","614871",1240,"지하1층","XU7OlLEe8l3fxWMOmMA7lFln1iGMqSLM7POSj86hqYw=","실내","부산진구","","부산진구","614871","051-605-5197","129.04667033","2021-03-05","신고","부산광역시","시민생활체육센터","부산광역시 부산진구 성지곡로 15 (초읍동)","N","수영장업","부산 부산진구 성지곡로 15"
"","N","",355,"20020113","정상운영","자체운영        ","2016-11-07","실내","35.13697861","48508",622,"","oCSLNany8ingBsnUAOwd5wCzwyzgBq76UWQqIT9RGT4=","실내","남구","대연동","","48508","","129.1006217434","2021-06-16","신고","부산광역시","주식회사 센츄리 스포렉스","부산광역시 남구 수영로 312 (대연동)","N","수영장업","부산광역시 남구 대연동 55-1 21 센츄리시티 오피스텔"
"경상북도","N","",356,"19990729","정상운영","","2016-12-31","실외","","",1370,"","JlK5YdVbuXmIM6vNYZhZv7CK/IfCJx5+r7NCB9jOXmg=","실외","청도군","","청도군","","054-372-0900","","2020-11-10","신고","경상북도","비슬자연농원수영장","","N","수영장업","청도군 각북면 낙산1길55"
"","N","",357,"20161231","정상운영","자체운영        ","2016-12-31","실외","33.4850872251","690723",628,"1층","QGS0VIEDYZfnvQJcqmGjoW8ZXLV/xWjderSOYYB1jdE=","실외","제주시","","","690723","064-710-8127","126.488352362","2022-12-16","신고","제주특별자치도","메종글래드제주실외수영장","제주시 노연로80(연동)","N","수영장업","제주특별자치도 제주시 노연로 80"
"서울특별시","N","도봉동한신아파트상가1동",358,"19950930","정상운영","위탁운영        ","2016-11-07","실내","37.6843457162","01318",830,"","CJewiHSHyNuTgmg1idOejz43bZIq8M9hE4WU0vUTUQk=","수영장","도봉구","도봉동","도봉구","01318","901-5171","127.0498959256","2017-02-16","공공","서울특별시","도봉실내수영장","서울특별시 도봉구 도봉로180나길 41 (도봉동)","N","수영장",""
"경기도","N","",359,"19999999","정상운영","자체운영        ","2016-12-31","실내","37.6099088872774","12244",10620,"","bzHqfSx7zuAes5dpcY9YnQw6qTbbInI8lPRwqjxDFQU=","수영장","남양주시","이패동","남양주시","12244","031-560-1256","127.175606154831","2021-04-05","공공","경기도","남양주체육문화센터수영장","경기도 남양주시 다산지금로 51-27 (이패동)","N","수영장","경기도 남양주시 이패동 산87"
"서울특별시","N","",360,"19990830","정상운영","위탁운영        ","2016-12-31","실내","37.6151823949","02041",6197,"","5pFsr011Fl5L2L8GQGE09Eo24TxAzedgJHlooK/OHA0=","수영장","중랑구","묵동","중랑구","02041","02-3423-1070","127.0874804429","2019-01-29","공공","서울특별시","중랑구민체육센터 수영장","서울특별시 중랑구 신내로15길 189 (묵동)","N","수영장",""
"경기도","N","",361,"20020508","정상운영","위탁운영        ","2016-11-07","실내","36.49787652957536","14771",6548,"","NLwfK22Ka8zRvNo6UE1fis3yJXOmem3zFfNSLivQnm8=","수영장","부천시","소사본동","부천시","14771","032-340-5320","127.26543401552541","2021-06-21","공공","경기도","소사국민체육센터수영장","경기도 부천시 소사로 108 (소사본동)","N","수영장","경기도 부천시 소사본동 400-1"
"경상북도","N","영덕문화체육센터 수영장",362,"","정상운영","위탁운영        ","2016-11-07","실내","36.4200341688","36427",3252,"","uMbAom7lHS5ZZW1Vdflo7VxgNqrsl3NigSM55qV9odw=","수영장","영덕군","화개리","영덕군","36427","","129.3620777026","2020-07-27","공공","경상북도","영덕문화체육센터수영장","경상북도 영덕군 영덕읍 강변길 324","N","수영장","경상북도 영덕군 영덕읍 화개리 608"
"충청남도","N","",363,"","정상운영","","2016-12-31","","36.8286659522","330838",2705,"","QAxfkZxNBSCVjdOP9bLFSKnGVQIZMy/RHnv7IwHDocQ=","실외","천안시","","천안시","330838","","127.188707592","2020-07-27","신고","충청남도","(주)홍익힐링센터","천안시 동남구 성불사길 36 (안서동)","N","수영장업","충남 천안시 동남구 성불사길 36"
"광주광역시","N","",364,"19930800","정상운영","자체운영        ","2016-12-31","실내","35.13346035774639","62048",8741,"","MvJxgzJtxmCezH0O+I39kUrfAumZ4KNhuf0zLVw9LZk=","수영장","","풍암동","서구","62048","062-380-6800","126.8782418951496","2017-07-12","공공","광주광역시","광주실내수영장","광주광역시 서구 금화로 278 (풍암동)","N","수영장",""
"인천광역시","N","",365,"","정상운영","","2016-12-31","실내","","",4712,"","tyKa34sVfUco2zGsKg8wXV4datkwNdxhZdICWAil/5s=","수영장","남동구","","남동구","","","","2020-07-27","공공","인천광역시","남동국민체육센터수영장","","N","수영장",""
"부산광역시","N","",366,"19999999","정상운영","자체운영        ","2016-12-31","실내","35.204534388134796","47822",4869,"","GCND3DQ6Vtd4IQWoj0/l9F4G6j+l7UGD0nofVXkFn/g=","수영장","동래구","온천동","동래구","47822","051-504-6640","129.069709495086","2023-01-25","공공","부산광역시","동래구국민체육센터실내수영장","부산광역시 동래구 미남로116번길 3 (온천동)","N","수영장",""
"전라북도","N","",367,"20130226","정상운영","위탁운영        ","2016-11-07","실내","35.7882742279","55432",1911,"","JmggU+xJ8UzgKj4ia21+d+MCrHKucKDy5ICuMkNETSQ=","수영장","진안군","군상리","진안군","55432","063-430-8723","127.4302713328","2016-12-09","공공","전라북도","국민체육센터수영장","전라북도 진안군 진안읍 우화2길 47-9","N","수영장","전라북도 진안군 진안읍 군상리 339-16 군민체육센터"
"울산광역시","N","",368,"20051019","정상운영","위탁운영        ","2016-11-07","실내","35.5034858778","44021",1640,"","06XwFSxEU7ZVyR9MQXLmOIabMnvR1MdiQaRm9mxyQdg=","수영장","동구","화정동","동구","44021","052-234-4141","129.4163210795","2019-01-24","공공","울산광역시","동구국민체육센터수영장","울산광역시 동구 봉수로 153 (화정동)","N","수영장","울산광역시 동구 화정동  208-20 동구국민체육센터"
"서울특별시","N","",369,"20050223","폐업","","2016-12-31","실내","37.585921404","110030",1268,"","ze8/LrNI+IVAxbx7yuljRjU9bmhFe4CqtC3Q7iS/ZxY=","실내","종로구","","종로구","110030","02-723-3456","126.969236003","2020-06-19","신고","서울특별시","청운스포츠센터","서울특별시 종로구 자하문로 105","N","수영장업","서울 종로구 자하문로 105"
"서울특별시","N","",370,"20161231","정상운영","자체운영        ","2016-12-31","없음","37.5649025948","100021",1100,"","3RIP+iV/rlj3mNDqKPTfaENgI/tPxCUO/gzmjOdbh+4=","실내","중구","","중구","100021","","126.986150358","2021-07-07","신고","서울특별시","서울YWCA 스포츠센터","서울특별시 중구 명동11길 20","N","수영장업","서울 중구 명동11길 20"
"","N","",371,"20061218","정상운영","","2016-12-31","","37.5564109034","100372",1014,"","GTMt8aEc+A2aHdWdiglIO6Evx9LjCR08u6xaUSay0Nk=","실내","중구","","","100372","02-363-0017","126.965250805","2019-01-14","신고","서울특별시","서울스포츠","서울특별시 중구 손기정로 73","N","수영장업","서울 중구 손기정로 73"
"경상남도","N","",372,"","정상운영","","2016-12-31","실내","","",2358,"","ICy/zfNv08CgODAODbmaSFMUkCjy8AQNBF2iJNqCrM0=","수영장","김해시","","김해시","","","","2020-07-27","공공","경상남도","시민스포츠센터수영장","","N","수영장",""
"서울특별시","N","",373,"20120730","폐업","","2016-12-31","","37.6484469236","139710","","","awmeZ5kIXpDNAi/1ABgn+R0jPz2WEbNyNmMp/A+j0Po=","실내","노원구","","노원구","139710","02-948-9479","127.076940422","2020-06-19","신고","서울특별시","더 코치스","서울특별시 노원구 한글비석로 232 (중계동)","N","수영장업","서울 노원구 한글비석로 232"
"","N","지6층",374,"20150902","정상운영","자체운영        ","2016-12-31","실내","37.6394717726","139872",595,"지6층","zhB1bJu0TKVi1dUwYGEOPxLloXox7Io8VcfZF27ba1E=","실내","노원구","","","139872","02-975-0050","127.073405248","2019-01-09","신고","서울특별시","블루키즈 어린이수영장","서울특별시 노원구 노원로 247, 지5층 (하계동, 서울온천)","N","수영장업","서울 노원구 노원로 247"
"충청남도","N","",375,"","정상운영","","2016-12-31","","36.8197336782","330941",7522,"","riyzRQCFLhV8CabRWzGA3/NBEvZjrSD64SGMGqtYQtA=","실외","천안시","","천안시","330941","02-987-9987","127.16479007","2020-07-27","신고","충청남도","주식회사 홍익스포츠","천안시 동남구 천안대로 802  (신부동)","N","수영장업","충남 천안시 동남구 천안대로 802"
"강원도","N","",376,"20161231","정상운영","자체운영        ","2016-12-31","실외","37.9197633305","200140",884,"","B5KOzkoSRYjxgcnWck4oY0fshYE98joWJ7Xdbdme4w4=","실외","춘천시","","춘천시","200140","033-252-7226","127.720384125","2022-12-03","신고","강원도","육림풀장","춘천시 영서로  2965 ","N","수영장업","강원 춘천시 영서로 2965"
"강원도","N","",377,"19910526","정상운영","","2016-12-31","실내","35.8348814435","","","","7S8Bn3of3SJnO48WNEw9JEalpTFjOU8Pk7Efi9YhHHw=","수영장","춘천시","","춘천시","","033-250-4232","127.060439658","2016-12-31","공공","강원도","올림픽기념국민생활관수영장","","N","수영장","효자동 산40-2"
"인천광역시","N","",378,"","정상운영","자체운영        ","2016-12-31","실내","37.60071059644877","22633",3895,"","22uEPkXElXSiVaQb1KAnvxoZQUikAjl0cV29/6MQVZs=","수영장","서구","마전동","서구","22633","032-561-4115","126.66550207426869","2020-07-27","공공","인천광역시","검단복지회관실내수영장","인천광역시 서구 완정로92번길 18 (마전동)","N","수영장","인천광역시 서구 마전동 998-5 검단복지회관"
"대구광역시","N","",379,"","정상운영","위탁운영        ","2016-11-07","실내","35.8535473295","42635",1983,"","516Q0xlMVMjM4fQBbUPZUNN8+cMNH/GAsE/nrdpOid4=","수영장","","용산동","달서구","42635","053-524-4328","128.5254587762","2020-07-27","공공","대구광역시","대구광역시달구벌재활스포츠센터수영장","대구광역시 달서구 달구벌대로291길 100 (용산동)","N","수영장",""
"충청남도","N","",380,"","정상운영","","2016-12-31","","36.7404692562","330882",718,"","qvsOmlfbqSUmH9/Ya0zeWfT4iHEhWDUzNMmMnR9GfcE=","실외","천안시","","천안시","330882","","127.288937636","2020-07-27","신고","충청남도","상록수영장","천안시 동남구 수신면 수신로 576","N","수영장업","충남 천안시 동남구 수신면 수신로 576"
"충청남도","N","",381,"","정상운영","","2016-12-31","","36.773245969","330940",494,"","pRI0fhhuIsDEFd4BudTn5ZwyovZ9EMyYL3QDf9nwy8w=","실외","천안시","","천안시","330940","","127.127573901","2020-07-27","신고","충청남도","경희대한얼수영장","천안시 동남구 통정7길 6-6 (신방동,외 1필지)","N","수영장업","충남 천안시 동남구 통정7길 6-6"
"제주특별자치도","N","",382,"","정상운영","","2016-12-31","","33.518326437","695971",860,"","BlLp3Kk6FeoQe7H1xoJSjwVJJ6Dv+0dP2DfdnhU0L5s=","실외","제주시","","제주시","695971","064-786-3800","126.735724607","2020-07-27","신고","제주특별자치도","세인트포 휴양콘도미니엄 어린이실외수영장","제주시 구좌읍 선유로 445-46","N","수영장업","제주특별자치도 제주시 구좌읍 선유로 445-46"
"","N","",383,"20161231","정상운영","자체운영        ","2016-12-31","실내","33.5188071283","690736",1107,"","gZEQ40omNZmNuB/6WQ3MgsKuElLNIBhcXjkqUaxpaNM=","실외","제주시","","","690736","064-729-8455","126.518137626","2022-09-06","신고","제주특별자치도","라마다프라자호텔수영","제주시 탑동로 66(삼도2동)","N","수영장업","제주특별자치도 제주시 탑동로 66"
"제주특별자치도","N","",384,"20161231","정상운영","자체운영        ","2016-12-31","실내외","33.2736544529","699941",5037,"","PCEJ1TXGFESQ4GEBtyM+t/y1Wk9IAddP7/kWOTnN5rs=","실외","서귀포시","","서귀포시","699941","064-766-8021","126.702755861","2021-10-22","신고","제주특별자치도","금호리조트 아쿠아나","서귀포시 남원읍 태위로 522-12","N","수영장업",""
"경상남도","N","",385,"","폐업","자체운영        ","2016-12-31","실내","34.804381806","668873",934,"","ToTCj1K9eBsi/fs7bsIuTsl2uroDD9oOuS6VxjDTrJc=","수영장","남해군","","남해군","668873","","127.834161453","2020-07-27","공공","경상남도","남해스포츠파크실내수영장","서면 서상리 1182-8","N","수영장",""
"서울특별시","N","",386,"","정상운영","","2016-12-31","실외","","","","","W7N99ZqXvKWQU4/DOY9azSiNojU0IqadxX1GnoO4fxI=","수영장","","","중구","","","","2020-07-27","공공","서울특별시","장충수영장","","N","수영장",""
"경상북도","N","",387,"19990101","정상운영","자체운영        ","2016-11-07","실내","36.2370957687","39013",1421,"","IFpiXINyRqUkYqmZHx4XxaShNcq9pBm53aQIHdwiLIk=","수영장","군위군","동부리","군위군","39013","054-380-6884","128.573899516","2021-08-19","공공","경상북도","군위국민체육센터 수영장","경상북도 군위군 군위읍 군청로 158","N","수영장","경상북도 군위군 군위읍 동부리 155 삼국유사문화예술회관"
